cell_type,cell_type_cl_id,tissue,tissue_ontology_id,tissue_uberon_id,n_cells
pericyte,CL:0000669,small intestine,UBERON:0002108,UBERON:0002108,9
pericyte,CL:0000669,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,9
pericyte,CL:0000669,sublingual gland,UBERON:0001832,UBERON:0001832,2
pericyte,CL:0000669,thoracic aorta,UBERON:0001515,UBERON:0001515,39
pericyte,CL:0000669,uterus,UBERON:0000995,UBERON:0000995,3
pericyte,CL:0000669,utricle of membranous labyrinth,UBERON:0001853,UBERON:0001853,75
pericyte,CL:0000669,vasculature,UBERON:0002049,UBERON:0002049,318
peritubular myoid cell,CL:0002481,testis,UBERON:0000473,UBERON:0000473,67
plasma cell,CL:0000786,adipose tissue,UBERON:0001013,UBERON:0001013,114
plasma cell,CL:0000786,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,5
plasma cell,CL:0000786,aorta,UBERON:0000947,UBERON:0000947,46
plasma cell,CL:0000786,ascending colon,UBERON:0001156,UBERON:0001156,1519
plasma cell,CL:0000786,bladder organ,UBERON:0018707,UBERON:0018707,1205
plasma cell,CL:0000786,blood,UBERON:0000178,UBERON:0000178,816
plasma cell,CL:0000786,bone marrow,UBERON:0002371,UBERON:0002371,1448
plasma cell,CL:0000786,brown adipose tissue,UBERON:0001348,UBERON:0001348,177
plasma cell,CL:0000786,buccal mucosa,UBERON:0006956,UBERON:0006956,1
plasma cell,CL:0000786,coronary artery,UBERON:0001621,UBERON:0001621,14
plasma cell,CL:0000786,duodenum,UBERON:0002114,UBERON:0002114,235
plasma cell,CL:0000786,endometrium,UBERON:0001295,UBERON:0001295,16
plasma cell,CL:0000786,exocrine pancreas,UBERON:0000017,UBERON:0000017,13
plasma cell,CL:0000786,eye,UBERON:0000970,UBERON:0000970,3
plasma cell,CL:0000786,eyelid,UBERON:0001711,UBERON:0001711,1123
plasma cell,CL:0000786,heart,UBERON:0000948,UBERON:0000948,2
plasma cell,CL:0000786,ileum,UBERON:0002116,UBERON:0002116,98
plasma cell,CL:0000786,inguinal lymph node,UBERON:0001542,UBERON:0001542,194
plasma cell,CL:0000786,kidney,UBERON:0002113,UBERON:0002113,5
plasma cell,CL:0000786,lacrimal gland,UBERON:0001817,UBERON:0001817,175
plasma cell,CL:0000786,large intestine,UBERON:0000059,UBERON:0000059,468
plasma cell,CL:0000786,left ovary,UBERON:0002119,UBERON:0002119,6
plasma cell,CL:0000786,liver,UBERON:0002107,UBERON:0002107,766
plasma cell,CL:0000786,lung,UBERON:0002048,UBERON:0002048,148
plasma cell,CL:0000786,lymph node,UBERON:0000029,UBERON:0000029,5720
plasma cell,CL:0000786,mammary gland,UBERON:0001911,UBERON:0001911,293
plasma cell,CL:0000786,mesenteric lymph node,UBERON:0002509,UBERON:0002509,30
plasma cell,CL:0000786,mucosa of stomach,UBERON:0001199,UBERON:0001199,4123
plasma cell,CL:0000786,muscle of abdomen,UBERON:0002378,UBERON:0002378,2
plasma cell,CL:0000786,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,2
plasma cell,CL:0000786,muscularis mucosae of stomach,UBERON:0001203,UBERON:0001203,3
plasma cell,CL:0000786,ovary,UBERON:0000992,UBERON:0000992,2
plasma cell,CL:0000786,parotid gland,UBERON:0001831,UBERON:0001831,104
plasma cell,CL:0000786,posterior part of tongue,UBERON:0010033,UBERON:0010033,115
plasma cell,CL:0000786,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,1
plasma cell,CL:0000786,right cardiac atrium,UBERON:0002078,UBERON:0002078,1
plasma cell,CL:0000786,right ovary,UBERON:0002118,UBERON:0002118,6
plasma cell,CL:0000786,sclera,UBERON:0001773,UBERON:0001773,40
plasma cell,CL:0000786,sigmoid colon,UBERON:0001159,UBERON:0001159,1321
plasma cell,CL:0000786,skin of abdomen,UBERON:0001416,UBERON:0001416,10
plasma cell,CL:0000786,skin of body,UBERON:0002097,UBERON:0002097,67
plasma cell,CL:0000786,skin of chest,UBERON:0001868,UBERON:0001868,8
plasma cell,CL:0000786,small intestine,UBERON:0002108,UBERON:0002108,489
plasma cell,CL:0000786,spleen,UBERON:0002106,UBERON:0002106,3976
plasma cell,CL:0000786,stomach,UBERON:0000945,UBERON:0000945,22
plasma cell,CL:0000786,stomach smooth muscle,UBERON:0004222,UBERON:0004222,35
plasma cell,CL:0000786,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,22
plasma cell,CL:0000786,sublingual gland,UBERON:0001832,UBERON:0001832,476
plasma cell,CL:0000786,submandibular gland,UBERON:0001736,UBERON:0001736,3
plasma cell,CL:0000786,thoracic aorta,UBERON:0001515,UBERON:0001515,5
plasma cell,CL:0000786,thymus,UBERON:0002370,UBERON:0002370,1578
plasma cell,CL:0000786,trachea,UBERON:0003126,UBERON:0003126,292
plasma cell,CL:0000786,uterus,UBERON:0000995,UBERON:0000995,3
plasma cell,CL:0000786,vasculature,UBERON:0002049,UBERON:0002049,3
plasmacytoid dendritic cell,CL:0000784,blood,UBERON:0000178,UBERON:0000178,29
plasmacytoid dendritic cell,CL:0000784,bone marrow,UBERON:0002371,UBERON:0002371,9
plasmacytoid dendritic cell,CL:0000784,cardiac ventricle,UBERON:0002082,UBERON:0002082,5
plasmacytoid dendritic cell,CL:0000784,heart,UBERON:0000948,UBERON:0000948,1
plasmacytoid dendritic cell,CL:0000784,inguinal lymph node,UBERON:0001542,UBERON:0001542,1
plasmacytoid dendritic cell,CL:0000784,liver,UBERON:0002107,UBERON:0002107,8
plasmacytoid dendritic cell,CL:0000784,lung,UBERON:0002048,UBERON:0002048,19
plasmacytoid dendritic cell,CL:0000784,lymph node,UBERON:0000029,UBERON:0000029,13
plasmacytoid dendritic cell,CL:0000784,mesenteric lymph node,UBERON:0002509,UBERON:0002509,2
plasmacytoid dendritic cell,CL:0000784,right ovary,UBERON:0002118,UBERON:0002118,5
plasmacytoid dendritic cell,CL:0000784,spleen,UBERON:0002106,UBERON:0002106,6
plasmacytoid dendritic cell,CL:0000784,trachea,UBERON:0003126,UBERON:0003126,1
platelet,CL:0000233,blood,UBERON:0000178,UBERON:0000178,438
platelet,CL:0000233,brown adipose tissue,UBERON:0001348,UBERON:0001348,1
platelet,CL:0000233,right cardiac atrium,UBERON:0002078,UBERON:0002078,1
platelet,CL:0000233,spleen,UBERON:0002106,UBERON:0002106,54
progenitor cell of mammary luminal epithelium,CL:0009116,mammary gland,UBERON:0001911,UBERON:0001911,1694
pulmonary alveolar type 1 cell,CL:0002062,lung,UBERON:0002048,UBERON:0002048,3116
pulmonary alveolar type 2 cell,CL:0002063,lung,UBERON:0002048,UBERON:0002048,11594
pulmonary ionocyte,CL:0017000,lung,UBERON:0002048,UBERON:0002048,25
radial glial cell,CL:0000681,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,2
radial glial cell,CL:0000681,cornea,UBERON:0000964,UBERON:0000964,10
radial glial cell,CL:0000681,eye,UBERON:0000970,UBERON:0000970,1
regular atrial cardiac myocyte,CL:0002129,cardiac atrium,UBERON:0002081,UBERON:0002081,5704
regular atrial cardiac myocyte,CL:0002129,heart,UBERON:0000948,UBERON:0000948,76
regular atrial cardiac myocyte,CL:0002129,right cardiac atrium,UBERON:0002078,UBERON:0002078,36
regulatory T cell,CL:0000815,anterior part of tongue,UBERON:0010032,UBERON:0010032,3
regulatory T cell,CL:0000815,ascending colon,UBERON:0001156,UBERON:0001156,176
regulatory T cell,CL:0000815,bladder organ,UBERON:0018707,UBERON:0018707,23
regulatory T cell,CL:0000815,blood,UBERON:0000178,UBERON:0000178,40
regulatory T cell,CL:0000815,bone marrow,UBERON:0002371,UBERON:0002371,14
regulatory T cell,CL:0000815,duodenum,UBERON:0002114,UBERON:0002114,3
regulatory T cell,CL:0000815,ileum,UBERON:0002116,UBERON:0002116,1
regulatory T cell,CL:0000815,inguinal lymph node,UBERON:0001542,UBERON:0001542,56
regulatory T cell,CL:0000815,large intestine,UBERON:0000059,UBERON:0000059,189
regulatory T cell,CL:0000815,lymph node,UBERON:0000029,UBERON:0000029,912
regulatory T cell,CL:0000815,mammary gland,UBERON:0001911,UBERON:0001911,2
regulatory T cell,CL:0000815,mucosa of stomach,UBERON:0001199,UBERON:0001199,7
regulatory T cell,CL:0000815,muscularis mucosae of stomach,UBERON:0001203,UBERON:0001203,4
regulatory T cell,CL:0000815,posterior part of tongue,UBERON:0010033,UBERON:0010033,89
regulatory T cell,CL:0000815,sigmoid colon,UBERON:0001159,UBERON:0001159,268
regulatory T cell,CL:0000815,skin of abdomen,UBERON:0001416,UBERON:0001416,73
regulatory T cell,CL:0000815,skin of body,UBERON:0002097,UBERON:0002097,150
regulatory T cell,CL:0000815,skin of chest,UBERON:0001868,UBERON:0001868,50
regulatory T cell,CL:0000815,small intestine,UBERON:0002108,UBERON:0002108,11
regulatory T cell,CL:0000815,spleen,UBERON:0002106,UBERON:0002106,342
regulatory T cell,CL:0000815,stomach,UBERON:0000945,UBERON:0000945,5
regulatory T cell,CL:0000815,stomach smooth muscle,UBERON:0004222,UBERON:0004222,213
regulatory T cell,CL:0000815,trachea,UBERON:0003126,UBERON:0003126,17
regulatory T cell,CL:0000815,uterus,UBERON:0000995,UBERON:0000995,1
respiratory tract goblet cell,CL:0002370,lung,UBERON:0002048,UBERON:0002048,1040
retina horizontal cell,CL:0000745,eye,UBERON:0000970,UBERON:0000970,2
retina horizontal cell,CL:0000745,retinal neural layer,UBERON:0003902,UBERON:0003902,3
retinal bipolar neuron,CL:0000748,eye,UBERON:0000970,UBERON:0000970,26
retinal bipolar neuron,CL:0000748,lacrimal gland,UBERON:0001817,UBERON:0001817,4
retinal bipolar neuron,CL:0000748,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,21
retinal bipolar neuron,CL:0000748,retinal neural layer,UBERON:0003902,UBERON:0003902,10
retinal blood vessel endothelial cell,CL:0002585,anterior segment of eyeball,UBERON:0001801,UBERON:0001801,38
retinal blood vessel endothelial cell,CL:0002585,chorioretinal region,UBERON:0019207,UBERON:0019207,32
retinal blood vessel endothelial cell,CL:0002585,conjunctiva,UBERON:0001811,UBERON:0001811,15
retinal blood vessel endothelial cell,CL:0002585,cornea,UBERON:0000964,UBERON:0000964,209
retinal blood vessel endothelial cell,CL:0002585,eye,UBERON:0000970,UBERON:0000970,74
retinal blood vessel endothelial cell,CL:0002585,eyelid,UBERON:0001711,UBERON:0001711,1258
retinal blood vessel endothelial cell,CL:0002585,lacrimal gland,UBERON:0001817,UBERON:0001817,86
retinal blood vessel endothelial cell,CL:0002585,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,4
retinal blood vessel endothelial cell,CL:0002585,sclera,UBERON:0001773,UBERON:0001773,375
retinal ganglion cell,CL:0000740,sclera,UBERON:0001773,UBERON:0001773,1
retinal pigment epithelial cell,CL:0002586,eye,UBERON:0000970,UBERON:0000970,52
retinal pigment epithelial cell,CL:0002586,posterior segment of eyeball,UBERON:0001802,UBERON:0001802,15
salivary gland cell,CL:0009005,anterior part of tongue,UBERON:0010032,UBERON:0010032,84
salivary gland cell,CL:0009005,posterior part of tongue,UBERON:0010033,UBERON:0010033,762
salivary gland cell,CL:0009005,sublingual gland,UBERON:0001832,UBERON:0001832,2
salivary gland cell,CL:0009005,tongue,UBERON:0001723,UBERON:0001723,2
sebocyte,CL:0000317,skin of abdomen,UBERON:0001416,UBERON:0001416,17
sebocyte,CL:0000317,skin of body,UBERON:0002097,UBERON:0002097,65
sebocyte,CL:0000317,skin of chest,UBERON:0001868,UBERON:0001868,53
serous cell of epithelium of bronchus,CL:1000331,lung,UBERON:0002048,UBERON:0002048,15
serous cell of epithelium of trachea,CL:1000330,trachea,UBERON:0003126,UBERON:0003126,326
skeletal muscle satellite stem cell,CL:0008011,muscle of abdomen,UBERON:0002378,UBERON:0002378,4491
skeletal muscle satellite stem cell,CL:0008011,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,1661
skeletal muscle satellite stem cell,CL:0008011,myometrium,UBERON:0001296,UBERON:0001296,18
slow muscle cell,CL:0000189,muscle of abdomen,UBERON:0002378,UBERON:0002378,158
slow muscle cell,CL:0000189,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,16
small intestine goblet cell,CL:1000495,duodenum,UBERON:0002114,UBERON:0002114,307
small intestine goblet cell,CL:1000495,ileum,UBERON:0002116,UBERON:0002116,1299
small intestine goblet cell,CL:1000495,jejunum,UBERON:0002115,UBERON:0002115,7
small intestine goblet cell,CL:1000495,small intestine,UBERON:0002108,UBERON:0002108,431
smooth muscle cell,CL:0000192,abdominal aorta,UBERON:0001516,UBERON:0001516,20
smooth muscle cell,CL:0000192,adipose tissue,UBERON:0001013,UBERON:0001013,232
smooth muscle cell,CL:0000192,aorta,UBERON:0000947,UBERON:0000947,5050
smooth muscle cell,CL:0000192,bladder organ,UBERON:0018707,UBERON:0018707,1053
smooth muscle cell,CL:0000192,brown adipose tissue,UBERON:0001348,UBERON:0001348,1369
smooth muscle cell,CL:0000192,cardiac atrium,UBERON:0002081,UBERON:0002081,233
smooth muscle cell,CL:0000192,cardiac ventricle,UBERON:0002082,UBERON:0002082,199
smooth muscle cell,CL:0000192,cornea,UBERON:0000964,UBERON:0000964,15
smooth muscle cell,CL:0000192,coronary artery,UBERON:0001621,UBERON:0001621,2857
smooth muscle cell,CL:0000192,eye,UBERON:0000970,UBERON:0000970,5
smooth muscle cell,CL:0000192,eyelid,UBERON:0001711,UBERON:0001711,304
smooth muscle cell,CL:0000192,heart,UBERON:0000948,UBERON:0000948,658
smooth muscle cell,CL:0000192,heart right ventricle,UBERON:0002080,UBERON:0002080,201
smooth muscle cell,CL:0000192,inferior vena cava,UBERON:0001072,UBERON:0001072,25
smooth muscle cell,CL:0000192,lacrimal gland,UBERON:0001817,UBERON:0001817,50
smooth muscle cell,CL:0000192,left coronary artery,UBERON:0001626,UBERON:0001626,31
smooth muscle cell,CL:0000192,mucosa of stomach,UBERON:0001199,UBERON:0001199,1
smooth muscle cell,CL:0000192,muscle of abdomen,UBERON:0002378,UBERON:0002378,181
smooth muscle cell,CL:0000192,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,37
smooth muscle cell,CL:0000192,ovary,UBERON:0000992,UBERON:0000992,1271
smooth muscle cell,CL:0000192,prostate gland,UBERON:0002367,UBERON:0002367,477
smooth muscle cell,CL:0000192,right cardiac atrium,UBERON:0002078,UBERON:0002078,226
smooth muscle cell,CL:0000192,sclera,UBERON:0001773,UBERON:0001773,81
smooth muscle cell,CL:0000192,skin of abdomen,UBERON:0001416,UBERON:0001416,117
smooth muscle cell,CL:0000192,skin of body,UBERON:0002097,UBERON:0002097,182
smooth muscle cell,CL:0000192,skin of chest,UBERON:0001868,UBERON:0001868,205
smooth muscle cell,CL:0000192,stomach,UBERON:0000945,UBERON:0000945,12
smooth muscle cell,CL:0000192,stomach smooth muscle,UBERON:0004222,UBERON:0004222,14
smooth muscle cell,CL:0000192,subcutaneous adipose tissue,UBERON:0002190,UBERON:0002190,359
smooth muscle cell,CL:0000192,thoracic aorta,UBERON:0001515,UBERON:0001515,54
smooth muscle cell,CL:0000192,thymus,UBERON:0002370,UBERON:0002370,2225
smooth muscle cell,CL:0000192,trachea,UBERON:0003126,UBERON:0003126,131
smooth muscle cell,CL:0000192,vasculature,UBERON:0002049,UBERON:0002049,550
spermatid,CL:0000018,testis,UBERON:0000473,UBERON:0000473,4009
spermatocyte,CL:0000017,testis,UBERON:0000473,UBERON:0000473,3070
spermatogonium,CL:0000020,testis,UBERON:0000473,UBERON:0000473,64
stratified squamous epithelial cell,CL:0000240,anterior part of tongue,UBERON:0010032,UBERON:0010032,5825
stratified squamous epithelial cell,CL:0000240,posterior part of tongue,UBERON:0010033,UBERON:0010033,6495
stratified squamous epithelial cell,CL:0000240,tongue,UBERON:0001723,UBERON:0001723,3
stromal cell,CL:0000499,chorioretinal region,UBERON:0019207,UBERON:0019207,1
stromal cell,CL:0000499,crista ampullaris,UBERON:0004721,UBERON:0004721,933
stromal cell,CL:0000499,eye,UBERON:0000970,UBERON:0000970,2
stromal cell,CL:0000499,inguinal lymph node,UBERON:0001542,UBERON:0001542,1
stromal cell,CL:0000499,lymph node,UBERON:0000029,UBERON:0000029,108
stromal cell,CL:0000499,mesenteric lymph node,UBERON:0002509,UBERON:0002509,2
stromal cell,CL:0000499,ovary,UBERON:0000992,UBERON:0000992,2159
stromal cell,CL:0000499,skin of abdomen,UBERON:0001416,UBERON:0001416,4
stromal cell,CL:0000499,testis,UBERON:0000473,UBERON:0000473,61
stromal cell,CL:0000499,utricle of membranous labyrinth,UBERON:0001853,UBERON:0001853,187
stromal cell of ovary,CL:0002132,left ovary,UBERON:0002119,UBERON:0002119,21571
stromal cell of ovary,CL:0002132,right ovary,UBERON:0002118,UBERON:0002118,13432
supporting cell of vestibular epithelium,CL:0002316,crista ampullaris,UBERON:0004721,UBERON:0004721,9
supporting cell of vestibular epithelium,CL:0002316,utricle of membranous labyrinth,UBERON:0001853,UBERON:0001853,261
taste receptor cell,CL:0000209,anterior part of tongue,UBERON:0010032,UBERON:0010032,2
taste receptor cell,CL:0000209,posterior part of tongue,UBERON:0010033,UBERON:0010033,29
taste receptor cell,CL:0000209,tongue,UBERON:0001723,UBERON:0001723,1
tendon cell,CL:0000388,muscle of abdomen,UBERON:0002378,UBERON:0002378,331
tendon cell,CL:0000388,muscle of pelvic diaphragm,UBERON:0008612,UBERON:0008612,89
theca cell,CL:0000503,left ovary,UBERON:0002119,UBERON:0002119,444
theca cell,CL:0000503,ovary,UBERON:0000992,UBERON:0000992,12
theca cell,CL:0000503,right ovary,UBERON:0002118,UBERON:0002118,582
thymic fibroblast type 1,CL:0009078,thymus,UBERON:0002370,UBERON:0002370,3270
thymic fibroblast type 2,CL:0009079,thymus,UBERON:0002370,UBERON:0002370,4205
thymocyte,CL:0000893,thymus,UBERON:0002370,UBERON:0002370,455
tissue-resident macrophage,CL:0000864,mucosa of stomach,UBERON:0001199,UBERON:0001199,23
tissue-resident macrophage,CL:0000864,parotid gland,UBERON:0001831,UBERON:0001831,652
tissue-resident macrophage,CL:0000864,stomach,UBERON:0000945,UBERON:0000945,17
tissue-resident macrophage,CL:0000864,stomach smooth muscle,UBERON:0004222,UBERON:0004222,607
tissue-resident macrophage,CL:0000864,sublingual gland,UBERON:0001832,UBERON:0001832,2
tissue-resident macrophage,CL:0000864,testis,UBERON:0000473,UBERON:0000473,54
tongue muscle cell,CL:0002673,anterior part of tongue,UBERON:0010032,UBERON:0010032,97
tongue muscle cell,CL:0002673,posterior part of tongue,UBERON:0010033,UBERON:0010033,105
tracheal goblet cell,CL:1000329,trachea,UBERON:0003126,UBERON:0003126,232
transit amplifying cell of colon,CL:0009011,ascending colon,UBERON:0001156,UBERON:0001156,112
transit amplifying cell of colon,CL:0009011,large intestine,UBERON:0000059,UBERON:0000059,1
transit amplifying cell of colon,CL:0009011,sigmoid colon,UBERON:0001159,UBERON:0001159,124
transit amplifying cell of small intestine,CL:0009012,duodenum,UBERON:0002114,UBERON:0002114,2
transit amplifying cell of small intestine,CL:0009012,small intestine,UBERON:0002108,UBERON:0002108,32
tuft cell of colon,CL:0009041,ascending colon,UBERON:0001156,UBERON:0001156,62
tuft cell of colon,CL:0009041,large intestine,UBERON:0000059,UBERON:0000059,90
tuft cell of colon,CL:0009041,sigmoid colon,UBERON:0001159,UBERON:0001159,26
type B pancreatic cell,CL:0000169,exocrine pancreas,UBERON:0000017,UBERON:0000017,102
type L enteroendocrine cell,CL:0002279,ascending colon,UBERON:0001156,UBERON:0001156,23
type L enteroendocrine cell,CL:0002279,large intestine,UBERON:0000059,UBERON:0000059,1
type L enteroendocrine cell,CL:0002279,sigmoid colon,UBERON:0001159,UBERON:0001159,20
unknown,,ovary,UBERON:0000992,UBERON:0000992,9
vascular associated smooth muscle cell,CL:0000359,crista ampullaris,UBERON:0004721,UBERON:0004721,78
vascular associated smooth muscle cell,CL:0000359,endometrium,UBERON:0001295,UBERON:0001295,6
vascular associated smooth muscle cell,CL:0000359,lung,UBERON:0002048,UBERON:0002048,131
vascular associated smooth muscle cell,CL:0000359,mammary gland,UBERON:0001911,UBERON:0001911,566
vascular associated smooth muscle cell,CL:0000359,myometrium,UBERON:0001296,UBERON:0001296,3588
vascular associated smooth muscle cell,CL:0000359,parotid gland,UBERON:0001831,UBERON:0001831,47
vascular associated smooth muscle cell,CL:0000359,sublingual gland,UBERON:0001832,UBERON:0001832,144
vascular associated smooth muscle cell,CL:0000359,submandibular gland,UBERON:0001736,UBERON:0001736,212
vascular associated smooth muscle cell,CL:0000359,thymus,UBERON:0002370,UBERON:0002370,241
vascular associated smooth muscle cell,CL:0000359,uterus,UBERON:0000995,UBERON:0000995,1
vascular associated smooth muscle cell,CL:0000359,utricle of membranous labyrinth,UBERON:0001853,UBERON:0001853,5
vein endothelial cell,CL:0002543,abdominal aorta,UBERON:0001516,UBERON:0001516,2
vein endothelial cell,CL:0002543,aorta,UBERON:0000947,UBERON:0000947,100
vein endothelial cell,CL:0002543,bladder organ,UBERON:0018707,UBERON:0018707,438
vein endothelial cell,CL:0002543,coronary artery,UBERON:0001621,UBERON:0001621,730
vein endothelial cell,CL:0002543,left coronary artery,UBERON:0001626,UBERON:0001626,3
vein endothelial cell,CL:0002543,lung,UBERON:0002048,UBERON:0002048,1336
vein endothelial cell,CL:0002543,thoracic aorta,UBERON:0001515,UBERON:0001515,24
vein endothelial cell,CL:0002543,thymus,UBERON:0002370,UBERON:0002370,2048
vein endothelial cell,CL:0002543,vasculature,UBERON:0002049,UBERON:0002049,17
ventricular cardiac muscle cell,CL:2000046,cardiac ventricle,UBERON:0002082,UBERON:0002082,2185
ventricular cardiac muscle cell,CL:2000046,heart,UBERON:0000948,UBERON:0000948,353
ventricular cardiac muscle cell,CL:2000046,heart right ventricle,UBERON:0002080,UBERON:0002080,61
vestibular dark cell,CL:0000846,crista ampullaris,UBERON:0004721,UBERON:0004721,12
vestibular dark cell,CL:0000846,utricle of membranous labyrinth,UBERON:0001853,UBERON:0001853,37
